article,date,clusterNum
"   , Vietnam, April 16   The American Telephone and Telegraph Company signed an agreement with Vietnam today on reopening telecommunication links that have been severed since the end of the Vietnam War.  The memorandum, signed by Vietnam's state telecommunications company, paves the way for the first link since the South Vietnamese Government fell to Communist forces from the North in 1975.  ""I believe that it is a major step forward for the two countries for the role that telecommunications will play in further improving relationships between our two countries and enabling citizens to speak to one another again,"" said James Hansen, A.T.& T.'s managing director for Southeast Asia.  Washington cut relations with Hanoi and imposed economic sanctions in 1964. It extended the measures to a reunified Vietnam in 1975. But in October, the United States said it was ready to move toward lifting the embargo and resuming diplomatic ties with Hanoi. It said Monday that it would modify the embargo to allow A.T.& T. to re-establish telecommunications links.  LOAD-DATE: April 17, 1992  LANGUAGE: ENGLISH                      ",April 16 1992 ,11
"   , Thailand, April 19   Soldiers who deserted during the Vietnam War may account for a number of reported sightings of Americans in Indochina after prisoners of war were returned in 1973, a United States Senator said today.  Senator John Kerry, Democrat of Massachusetts, said at a news conference that there was evidence of ""a significant enough number"" of deserters to take into account when evaluating reports of sightings of American servicemen unaccounted for after the Vietnam War.  All American prisoners of war were supposed to be returned in 1973 under terms of the Paris peace accords, but some people believe that of the almost 2,300 Americans listed as missing some are still held captive.  Mr. Kerry, a decorated Vietnam veteran, and four other members of the Senate Select Committee on P.O.W.-M.I.A. Affairs are to begin a visit Monday to Cambodia, Vietnam and Laos.  Mr. Kerry, chairman of the committee, said the panel could identify no specific cases of American deserters who might still be alive. But he said it did have information about deserters and others who may have remained in Indochina after the war.  ""There is some evidence, still being measured, that some people were still alive in Laos after the 1973 accords,"" Mr. Kerry said, though he would not provide any details.  During their trip, the committee members plan to visit some caves in Laos where American prisoners are known to have been held.  LOAD-DATE: April 20, 1992  LANGUAGE: ENGLISH                      ",April 20 1992 ,11
"   , Thailand, April 21   Joint teams headed into the Vietnamese countryside today to begin the biggest effort so far to account for 2,266 American servicemen missing from the Vietnam War, a United States military spokesman said.  The teams left from Hanoi, the Vietnamese capital, Maj. Gary Patton, a spokesman for the task force, said by telephone from Hanoi.  The 58 American specialists are being organized into two excavation teams and three investigation teams and will work in seven provinces in northern and central Vietnam.  LOAD-DATE: April 22, 1992  LANGUAGE: ENGLISH                      ",April 22 1992 ,11
"      The United States further relaxed its 28-year-old economic embargo against Vietnam today, saying it would allow commercial sales of items like food, medicine and farm machinery that meet basic human needs.  The State Department said that Washington would also lift restrictions on projects sponsored by American non-governmental and nonprofit groups.  The spokeswoman for the department, Margaret D. Tutwiler, said the Bush Administration decided to ease the embargo ""in response to Vietnam's strengthened commitments to take positive actions on P.O.W.-M.I.A. issues and its support of the United Nations political settlement process in Cambodia.""  ""It is in keeping with the established U.S. policy of a step-by-step process for normalizing relations with Vietnam,"" she said in a statement.  The Bush Administration began improving ties with Hanoi last October after approving a peace settlement for Cambodia, which was invaded by Vietnamese troops in late 1978.  The economic embargo was imposed on North Vietnam in 1964 and was extended to the south in 1975 when the American-backed government there fell to the Communist north.  Last week a delegation of United States senators visited Vietnam to inspect a prison camp and several military bases where they believed American servicemen might be held. The Vietnam War ended in 1975 and the United States says 2,266 servicemen are still unaccounted for.  Most of those servicemen are believed to be dead, but there have been unconfirmed reports that Americans were seen alive after the war.  The senators said they found no evidence during their trip that any missing American servicemen were still alive. They praised Hanoi's cooperation and said they were were hopeful that the issue could be resolved soon.  For many Americans, this issue remains a highly emotional barrier to improved relations with Vietnam.  Over the last year, scores of United States experts, working with Vietnamese officials, have dug up graves and interviewed villagers about servicemen missing from the war.  Economic competition is also a factor in the improvement of relations. Many businessmen from Japan and other nations have been moving eagerly into Vietnam, and American businesses fear they will be at a disadvantage in a fertile new market.  LOAD-DATE: April 30, 1992  LANGUAGE: ENGLISH                      ",April 29 1992 ,11
"      Eight large United States corporations, among them four oil companies, asked President Bush today to lift restrictions on business with Vietnam and allow Americans to compete in its growing market.  ""The United States economic sanctions with respect to Vietnam have become unilateral, with our allies and trade partners investing heavily and trading vigorously,"" said the letter from executives of Caterpillar, Boeing, Hunt Oil, Chevron, Amoco, Phillips Petroleum, Windmere, American International Group and the Coudert Brothers law firm.  ""Accordingly,"" the letter continued, ""the effect of the American embargo is not to deny Vietnam access to Western technology and financing, but rather to penalize U.S. companies to the benefit of foreign competitors. The United States is rapidly losing ground and is forfeiting to foreign competition a market where we could have a competitive edge.""  The executives requested a White House meeting to press their case.  In April, after a trip to Vietnam by an Assistant Secretary of State, Richard Solomon, the Administration concluded that Hanoi was making greater efforts to solve the cases of Americans missing or unaccounted for since the Vietnam War, and permitted telephone service to resume.  At the same time it also allowed American businesses to sell goods of a humanitarian nature -- medicines, food and clothing -- to the Vietnamese. But all other trade is prohibited.  LOAD-DATE: May 8, 1992  LANGUAGE: ENGLISH                      ",May 7 1992 ,11
"      At a time when the United States is moving steadily but slowly toward lifting an embargo and establishing diplomatic relations with Vietnam, Hanoi has chosen to send a strong if perplexing message to its people against fraternizing with Americans.  In mid-May, a southern Vietnamese lawyer who had aided homeless orphans with the backing of leaders of the American antiwar movement was sent to prison for 12 years for maintaining ties with United States citizens. His crime -- an ""anti-socialist act"" -- was trying to go into business with an American who advocates ending the embargo against the Vietnamese. He was arrested with another Vietnamese and Michael Morrow, a former American journalist who uncovered the story of the My Lai massacre.  The case might have gone unnoticed here if the lawyer had not been Doan Thanh Liem and the charity he assisted and later directed had not been the Shoeshine Boys project.  The project, begun in 1968 by an American conscientious objector, Richard Hughes, captured the imagination of Americans who were dismayed by the war. In Saigon and Danang, Mr. Hughes set up homes for boys, some of them severely handicapped, who had known nothing but rough life on the streets. After Mr. Hughes left Vietnam in 1976, the project was ended, and the balance of the money he had raised was used for another program for homeless children.  The official hounding of Mr. Liem after the fall of Saigon in 1975, culminating in his arrest in 1990 and his trial last month, has provoked in recent weeks a volley of letters to Hanoi from leading members of Congress and George S. McGovern, the former Senator and Presidential candidate who was an outspoken critic of the war.  A May 18 petition to the Vietnamese Communist Party's Secretary General, Do Muoi, from dozens of American intellectuals and celebrities reads like a who's who of the antiwar movement. Among the signers are Ed Asner, Daniel Berrigan, Noam Chomsky, Jane Fonda, Frances FitzGerald, Tom Hayden, Seymour Hersh, Ron Kovic, David Rabe, Oliver Stone and Cora Weiss.  ""If nothing else, it is severely damaging to Vietnam's efforts to rebuild and finally join the international family,"" said the petition to Mr. Muoi. ""It is time, Mr. Secretary, for all of us to realize our dream that the war be truly ended, that all the wounds be healed, here and in Vietnam, and that suspicion and misunderstanding become a thing of the past.""  The cases of Mr. Liem and Do Ngoc Long, another former manager of the Shoeshine Boys project who is also under arrest, are painful for Americans who consider themselves friends of Vietnam, Mr. Hughes said in an interview Sunday from his home in Manhattan. He is now an actor with the Circle Repertory Company and other theaters.  Mr. Hughes, branded a Central Intelligence Agency spy by hard-liners in Hanoi who seem to fear Western influence more than they want economic liberalization, said that for years Americans who had been in the antiwar movement chose to ignore repressive actions by Hanoi by saying they had to be understood ""in a political context.""  ""I've reached a point where I said to Vietnam, this is no longer acceptable,"" said Mr. Hughes, who was forced to leave the country in August 1976, a year after the fall of Saigon.  ""Vietnam was never about Vietnam,"" he said. ""Vietnam was the defining event of a generation, but it was something to service everyone else except the Vietnamese.""  Mr. Hughes said Vietnamese had told him that some officials are embarrassed by the treatment of his former aides, Mr. Liem and Mr. Long.  The two men were arrested in April 1990 along with Mr. Morrow, who planned to set up a consulting company to advise American businesses in Vietnam. Mr. Long, an economist, and Mr. Liem, the lawyer, had hoped to become partners in the joint venture.  Mr. Morrow was released after three weeks of detention in Ho Chi Minh City.  A month later, Mr. Muoi was again pleading publicly for help from industrialized nations in rebuilding Vietnam.  LOAD-DATE: June 7, 1992  LANGUAGE: ENGLISH                      ",June 7 1992 ,11
"   , Vietnam   Old-guard Communists still wield power here in what remains a sternly ruled one-party capital. Red banners proclaiming fidelity to the legacy of the late President Ho Chi Minh are strung across the streets of this lovely city of traditional Vietnamese and French colonial architecture.  But after decades of reticence toward foreigners and uniformity of expressed views, people in Hanoi now speak in many and varied voices.  They engage visitors in open conversation in the streets, eager to practice their English, which young and old are earnestly studying as the key to a better future. And, in a practice unthinkable until recently, they invite foreigners into their small apartments in rundown buildings and disclose views that belie the image of single-minded heroism and austerity cultivated under Communist rule in northern Vietnam since 1954.  A scholar in his 60's, who fought against the French in the 1940's and has been a Communist Party member since then, laughed when asked how people squared Vietnam's new enthusiasm for capitalism with equally ringing affirmations, anchored in the Constitution revised this year, of the leading role of the Communist Party.  A Different Look at War  ""It reminds me of my grandfather, a very strict mandarin,"" he said in the melodious French of the old Indochina. ""When I was a boy, he sent me letters, very severe letters. 'If you don't obey your father and teachers, I don't recognize you as my grandson,' he wrote. His strictness shocked me. But later I learned that he had mistresses in every town.  ""This is just like the party speeches,"" he added. People laugh at them. With my friends, whenever somebody mentions the differences between what we say and what we practice, all we can do is burst out laughing. The people in the countryside feel the same way. They are even more practical than pragmatists. They expect politicians to make speeches they don't mean.""  Bao Ninh is the 40-year-old author of a best-selling novel that for the first time describes the war between South and North not as a heroic struggle by noble Communists against American puppets but as bitter savagery between brothers, with the destructive participation of a foreign superpower.  The novel, ""The Sorrow of War,"" won last year's national prize of the Writers Association despite criticism of its determinedly nonheroic character. The writer was spared personal attack largely because in the novel he drew on his own experience. Drafted at the age of 19 in 1971, he took part in heavy fighting as a member of a reconnaissance company until the end of the war in 1975.  ""There was bitterness,"" Bao Ninh (that is a pen name for Hoang Phuong) said in an interview in his crowded apartment in a Soviet-style tenement block. ""True, the Americans were fierce with their bombs and sophisticated weapons. And the latter part of the war took on the dark color of civil war.  ""But today,"" he continued, ""we feel no hatred toward the Americans -- that is the truth. And when I meet a corporal from the Saigon forces, I feel closer to him than to a captain from our side.""  A View of Postwar Vietnam  Bao Ninh, himself a corporal, spoke of postwar Vietnam.  ""We soldiers from the North feel sad today,"" he said. ""We struggled for the liberation of the whole nation, but we achieved the poverty of the whole nation. We feel sorry for the southerners who had to become boat people, and for the nation that has become tattered, and the soldiers from the South that could find no work. We feel sorry for those who spent years in re-education camps.""  Bao Ninh and his father, Hoang Tue, a linguistics scholar, disagreed with the official view that the North's victory was a triumph of Communism.  ""It was a victory of the national spirit,"" the writer said. ""The soldiers' feeling was that the Saigon army belonged to the Americans. Our aim was not to smash them to bits but to gain victory for peace. The simple soldier never thought of Communism. Maybe that was in the minds of the leaders. We wanted to get the war over with.""  Bao Ninh, who served after the fighting ended in a unit that gathered the remains of fallen North Vietnamese soldiers, spoke sympathetically of the desire of American families to retrieve the remains of those still missing in Vietnam. But father and son condemned what they called the political use of the issue in the United States to delay normalization of relations with Vietnam.  The writer spoke feelingly of the far greater number of Vietnamese families who do not know if or where their sons or husbands were buried.  ""Our Government is so poor,"" he said. ""We would like to demand that Vietnamese mothers, too, can go to burn incense sticks on their sons' graves. But we know the Government can't afford it.""  In the bookstores of Hanoi, plaster busts of Ho and medallions with profiles of Marx and Lenin still make up the decor. But while this trinity accounted for most of the books on sale in the past, now not even the collected speeches of the father of the Vietnamese revolution are available.  'Scarlett' Is the Rage  Instead, there are pirated translations, between garish covers, of American, British or French best sellers. ""Scarlett"" is the rage of Hanoi, but English language textbooks and computer manuals outsell all other categories.  Even in officially arranged interviews -- in the past no more informative than editorials in the party press -- candor is now the rule.  Le Dang Doanh, deputy director of an official economics research institute, went so far as to put Marx's teaching in doubt. ""He elaborated an idyllic society, without motivation,"" he said. ""Too nice to be true. I'm far from declaring Marx is dead, but I'm absolutely against accepting Marxism as the Holy Bible.""  But asked whether he felt free to publish such heretical thoughts, Mr. Doanh thought briefly. ""It would be unpopular to write this,"" he said with a smile.  LOAD-DATE: June 8, 1992  LANGUAGE: ENGLISH  GRAPHIC: Photo: ""Today we feel no hatred toward the Americans -- that is the truth,"" said Bao Ninh, whose recent novel describes the Vietnam War not as a heroic struggle by noble Communists against American puppets but as bitter savagery between brothers, with the destructive participation of a foreign superpower. (Hoang Dinh for The New York Times)                      ",June 8 1992 ,11
"      The Defense Department recently brought a Vietnamese Government film maker to the United States because he said he had new information about Americans still unaccounted for from the Vietnam War, officials say. But the film maker, Trung Hieu, failed to produce any useful material, and is now seeking political asylum.  The case is likely to set off a new round of raised hopes and charges of fraud by opposing forces on this emotionally charged issue, just before a crucial round of public hearings is held by the Senate Select Committee on P.O.W.-M.I.A. Affairs.  The committee, headed by Senator John Kerry, a Massachusetts Democrat and Vietnam veteran who opposed the war after his return home, had hoped to defuse the issue in a year of thorough investigations.  Mr. Hieu was first interviewed in Bangkok by Defense Department officials tracking the 2,266 Americans still officially missing in Indochina. They decided that Mr. Hieu, a documentary maker for Hanoi during the war and after, might have had important information worthy of a closer examination in Washington.  Claim of Other Information  ""The United States Government and the Department of Defense are always open to any credible information people may have regarding prisoners of war and those missing in action,"" a senior Administration official said. ""Based on the claims that this man made that he had photographs that would be useful to us, we facilitated his travel to the U.S.""  ""The information he had did not prove useful,"" the official said. ""He now claims to have other information, but he seems to be unwilling to provide it.""  Mr. Hieu, who is staying at an undisclosed address in the Washington area, would not be interviewed on Wednesday or today.  David Crosland, former general counsel and acting director of the Immigration and Naturalization Service who is now in private law practice, has agreed to represent Mr. Hieu, whose American visa expires on Friday.  The Vietnamese film maker has told at least two Americans that the Defense Intelligence Agency, the intelligence arm of the Pentagon, had tried unsuccessfully to recruit him in Bangkok for work in Vietnam, and that American agents in Bangkok had helped him get a United States visa. Administration officials would not comment on the recruitment charge.  Mr. Hieu, who is reported to be about 54 years old and a longtime employee of Hanoi's Ministry of Culture, was interviewed on Monday by staff members of the Senate committee. He returned to give more testimony today.  Among officials, Congressional aides and private veterans' organizations, the story of Mr. Hieu and his trip here set off memories of an earlier case in which a Vietnamese refugee in Hong Kong who had been a mortician was brought to the United States with his family because he said he had knowledge of a warehouse in Hanoi where the remains of 400 Americans were stored. His testimony has been the subject of fierce controversy ever since.  On Tuesday, Mr. Hieu went to the office of Representative John Miller, Republican of Washington, to ask for asylum, unaware that members of Congress do not have this power. Staff members advised him to seek legal help.  Vietnamese officials at Hanoi's United Nations Mission in New York say that while they are aware of Mr. Hieu's work in Vietnam, they had no information on reports that he was trying to stay in the United States.  Helped by M.I.A. Group  In the last few days, Mr. Hieu has been helped by Ted Sampley, a North Carolina contractor who heads the Homecoming II Project, which raises money to publicize the cause of those who believe American prisoners may still be alive in Vietnam. The project has also offered rewards to Indochinese who can provide information on Americans they believe remain in custody in Laos, Cambodia or Vietnam.  In an interview on Wednesday, Mr. Sampley said he first met Mr. Hieu on Monday at the Capitol Hill Quality Inn. He said the Vietnamese, who said he had brought negatives and videotapes with him from Hanoi, asked only for access to American relatives of missing servicemen. The Homecoming II Project is planning a national meeting on July 23 at which many families will be represented.  Beyond that request, Mr. Sampley said, Mr. Hieu asked for ""absolutely nothing."" Payment for the use of the material was never mentioned.  The Homecoming II project has hired a lawyer for Mr. Hieu, Mr. Sampley said.  He said Mr. Hieu had told him that he had -- or knew where to find in Hanoi -- pictures of American plane crashes that clearly showed victims or survivors.  LOAD-DATE: June 12, 1992  LANGUAGE: ENGLISH                      ",June 12 1992 ,11
"    Just when Washington seems ready to acknowledge that the Vietnam War is over, Hanoi is cruelly stirring its ghosts.  Last month Doan Thanh Liem was sentenced to 12 years' imprisonment for anti-Socialist activity. The case against him grew out of his efforts to attract Western businesses to Vietnam, in conjunction with Michael Morrow, an American who has long worked for reconciliation with Hanoi.  During the war years, Mr. Liem won renown for his work with homeless children in Saigon and Da Nang in a project called the Shoeshine Boys. At the time, he worked closely with Richard Hughes, an American conscientious objector and war critic.  Hanoi's hard-line Communists have always had trouble making a distinction that came easily to Mr. Liem -- between the conscientious actions of individual Americans and Washington's official policies. For example, Hanoi assumed that Mr. Hughes must have been an intelligence agent because Washington did nothing to suppress his antiwar work. Mr. Morrow's private efforts to reconcile the two countries seem likewise to have aroused Hanoi's suspicions.  And now Mr. Liem, a victim of guilt by association, faces cruel punishment. It has taken Washington a painfully long time to get over its Vietnam defeat. How much longer will it take Hanoi's hard-liners to get over their victory?  LOAD-DATE: June 14, 1992  LANGUAGE: ENGLISH  TYPE: Editorial                      ",June 14 1992 ,11
"      President Boris N. Yeltsin of Russia said today that some Americans captured during the Vietnam War were apparently transferred from Hanoi to labor camps in the Soviet Union. He added that some of them may still be alive, possibly in psychiatric hospitals.  Mr. Yeltsin made his statements in an interview with NBC News as he flew from Moscow to Washington for a summit meeting with President Bush on Tuesday.  If the assertions made by Mr. Yeltsin are true -- he said they were based on a first impression drawn from the recent release of Soviet archives -- the information could profoundly change the history of the contentious issue of American prisoners of war.  The White House said tonight that it could not comment on the substance of Mr. Yeltsin's statement.  ""We have been discussing the P.O.W. issue with the Russians for quite a while,"" Doug Davidson, a White House spokesman, said tonight, ""and it will be on the agenda with President Yeltsin on Tuesday.""  Some Administration officials say they believe that earlier statements by Mr. Yeltsin and his aides on these issues may have been intended to shore up his position in Russia and to discredit the former Communist Government and hard-liners who oppose him.  The new information, which Mr. Yeltsin said was still being investigated more fully, could also pose political problems for President Bush. Ross Perot, who is seeking the Presidency in this year's election, has been sympathetic to lobby of families who have kept this issue alive since American troops were withdrawn from Vietnam in 1973. Mr. Perot has said on numerous occasions that he believes prisoners could still be alive despite the denials of the Vietnamese and skepticism expressed by the Pentagon, and he has traveled to Hanoi to discuss the issue.  Moscow Had Denied Transfers  Last year, President Bush raised the issue with President Mikhail S. Gorbachev before the Soviet leader stepped down. Moscow repeated its denial that Americans had been brought to the Soviet Union from Vietnam, as some former American intelligence analysts and others have charged.  Mr. Davidson said that reports that Vietnam-era servicemen were being held in the Soviet Union were not new, and that the American Embassy in Moscow had been pursuing the assertions through diplomatic channels.  Richard L. Armitage, who as a senior Defense Department official negotiated this issue with the Vietnamese in the mid-1980's, said in an interview tonight that ""if this is true, it is a fantastic breakthrough and a very positive development.""  Mr. Armitage, who now directs American assistance to the former Soviet republics as the State Department's Deputy Coordinator for the new independent states, said that to his knowledge the United States had no information like Mr. Yeltsin's assertion despite recent fact-finding trips to Russia by American officials trying to close the book on the issue.  Focus on Vietnamese  ""If true, this also casts further doubt on the assertions of the Vietnamese that they didn't transfer prisoners,"" he said. ""It makes on wonder how forthcoming they are being.""  Family members of Americans unaccounted for since the Vietnam war have accused successive Administrations of covering up information on prisoners who may have been left behind in Indochina.  ""I feel that with Yeltsin's information we family members can challenge the Department of Defense to declassify all P.O.W.-M.I.A. documents from 1945 and including the Vietnam war,"" said Dolores Apodata Alfond, a founder of the National Alliance of Families for the Return of America's Missing Servicemen, a group representing relatives of people missing from all wars since World War II.  Ms. Alfond's brother, Maj. Victor J. Apodata, was shot down over Vietnam on June 6, 1967. In 1986, a former National Security Agency broadcast monitor, Jerry Mooney, told Congressional investigators and family members that Major Apodata had been traced by radio interception as ""Moscow bound"" after his capture.  On Friday, Mr. Yeltsin acknowledged for the first time to a Senate committee that is examining the prisoner issue that the Soviet Union had imprisoned Americans during World War II, when Washington and Moscow were allies, and had sent to labor camps and psychiatric wards an unknown number of Americans who were shot down during the Korean War or who were on aerial reconnaissance missions during the cold war.  Those comments, included in a letter, were described as ""an acknowledgement of unprecedented proportions"" by Senator John F. Kerry, the Massachusetts Democrat who heads the Senate Select Committee on P.O.W.-M.I.A. Affairs.  In his interview today with the television network today, Mr. Yeltsin was asked:  ""For years there have been rumors in the United States that American P.O.W.'s from the Vietnam War were transferred from Vietnam to the Soviet Union. Do you know that to be true?""  Mr. Yeltsin, according to NBC, answered:  ""Our archives have shown that it is true, some of them were transferred to the territory of the former U.S.S.R. and were kept in labor camps. We don't have complete data and can only surmise that some of them may still be alive.""  Answering questions from the NBC reporter, Stone Phillips, Mr. Yeltsin said these cases were under investigation.  Since Friday, when Mr. Yeltsin's unexpected letter was delivered to the Senate by Col. Gen. Dmitri Volkogonov, who heads the Russian half of a joint commission set up in May to investigate the issue of prisoners and missing Americans from World War II to the present, families of missing servicemen have renewed criticisms of successive administrations for their handling of this matter.  In Washington today, General Volkogonov said that the Russian authorities were investigating whether an American man reportedly sighted in the Ural Mountains might be one of hundreds of American citizens missing since World War II.  LOAD-DATE: June 16, 1992  LANGUAGE: ENGLISH                      ",June 15 1992 ,11
"      President Boris N. Yeltsin today bolstered his assertion that American prisoners of war were transferred to the Soviet Union from Vietnam, saying Russia had a list of names under investigation that included United States servicemen captured in Indochina.  His statement introduced more confusion into the debate over Americans unaccounted for from half a century of conflicts involving the former Soviet Union and its allies. Administration officials and Congressional leaders said this was the first time they had heard of such a list.  Administration officials said they had no information to back up Mr. Yeltsin's assertions, which included speculation that some Americans, brought to Soviet labor camps or psychiatric hospitals, may still be alive.  A Congressional hearing to explore the issue was canceled today after the Administration declined to let Malcolm Toon testify. Mr. Toon, who heads the American contingent of the Russian-American commission investigating the missing, is preparing to go to Moscow to examine old Soviet files. The Administration would rather he testify after his return.  22,554 Names Investigated  Mr. Yeltsin, speaking to reporters after a lunch with Congressional leaders, described the work being done by the Russian side, saying, ""Among the 22,554 names that the commission has so far investigated, there were names of the American prisoners of war in Vietnam which the Vietnamese at that time transferred to the former Soviet Union.""  Senator Robert C. Smith, Republican of Oregon and deputy chairman of the committee, said, ""What is significant is that he very specifically singled out Vietnam.""  At a news conference today, Mr. Yeltsin said: ""The most important thing is that we know the numerical picture. We know how many people there were on the territory, how many were left, what camps the P.O.W.'s were held in, the citizens of the United States, which war they were from.""  ""We know who died, where they are buried,"" he said, speaking through an interpreter. ""What we still don't know, we don't know a certain number of people, really, where they belong, and we have no, simply no information about them. And this is why we say that maybe some of them are still alive and still in Russia, and this is where we say we'd like to find further documents on these people.""  'I Will Find Him'  Mr. Yeltsin earlier told a joint meeting of Congress: ""I, as President, pledge to you: If we had detained a single American, he can be found, and I will find him and return him to his family.""  Douglas Pike, director of the Indochina Studies and the Indochina Archives at the University of California at Berkeley, said, ""There were persistent stories throughout the war that the Vietnamese were turning over P.O.W.'s to the Russians."" But he said many of the stories did not check out.  Nevertheless, Mr. Pike, a Foreign Service linguist in Vietnamese who was assigned in the late 1970's to the Pentagon's International Security Agency as a ""Hanoi watcher,"" said he was inclined to believe that some Americans had probably been turned over to Russians.  Mixed Emotions for Families  Among the families of American service personnel who are unaccounted for, the developments have engendered a variety of emotions, from concern that false hopes will be raised to outrage that the Russians may produce more information than American officials have made public over decades.  All over the United States, families have been amassing small libraries of information. They say that nothing Mr. Yeltsin said has surprised them.  A Seattle journalist, Mark Sauter, who has just completed a book on the issue of half a century of missing Americans, has found letters and memos in public records that show repeated efforts to limit or block the circulation of information on United States servicemen or women taken into custody and thought to be in Soviet hands after several wars.  Relatives of missing Americans appear not to want Mr. Yeltsin to pay a price in Congress for his candor on this issue, however.  ""Family members are not interested in withholding aid from the Russians,"" said Dolores Apodaca Alfond, head of the National Alliance of Families, a group representing the relatives of people lost in all conflicts since World War II. ""We don't blame the Russians for what's happened in the past. We just want the truth.""                               --------------------   Inquiry Into a Sighting  MOSCOW, June 17 (Special to The New York Times) -- A Russian-American team of investigators is to fly Thursday to a distant prison camp in the Komi Autonomous Republic in Russia to investigate a report of a sighting of an American prisoner, American officials said tonight.  The chairman of the Senate Select Committee, Senator John F. Kerry, said in a telephone interview that the case involved someone missing from the Korean War period.  The Associated Press reported the object of the search was First Lieut. Robert Martin, a pilot captured by North Korea and sentenced to one year in prison for striking an interrogator.  American officials in Moscow said the investigators would fly to Pechora, about 950 miles northeast of Moscow.  LOAD-DATE: June 18, 1992  LANGUAGE: ENGLISH  CORRECTION-DATE: June 19, 1992, Friday  CORRECTION:  Because of an editing error, an article yesterday about a statement by President Boris N. Yeltsin referred incorrectly to the home state of Bob Smith, the deputy chairman of a Senate committee investigating missing American servicemen. He is a Republican of New Hampshire, not Oregon.                       ",June 18 1992 ,11
"      When evidence that American servicemen were detained in Soviet labor camps in the 1940's and 50's was turned over to a Senate committee last week by the Russians, and President Boris N. Yeltsin suggested that the practice may have extended into the Vietnam era, an obvious question was: For what purpose would Americans have been brought to the Soviet Union?  Some groups and relatives who monitor the missing say that if Moscow did obtain such servicemen from the North Vietnamese, it may have been to learn more about advanced American military technology.  Other groups challenge the high-tech theory. Ann Mills Griffiths, head of the National League of Families, which represents the Vietnam-era missing, said that exhaustive computer crosschecks of the 2,266 people unaccounted for in Indochina -- especially the approximately 135 ""discrepancy cases"" where officials believe the Vietnamese may be withholding information -- have never revealed a pattern of experience with high technology.  Douglas Pike, a specialist on Vietnam at the Pentagon in the late 1970's who is now director of the Indochina Studies Program at the University of California at Berkeley, said Americans with special knowledge were kept from flying into areas where they might be captured. The Pentagon closely watched personnel who might be of unusual interest to Hanoi, Moscow or Beijing, he said.  He added that it was not unlikely that some American prisoners may have been moved from Hanoi to Moscow, although he questioned why they could not have been ""deprogrammed"" by the Russians in Vietnam. The Russian and Vietnamese presses have been trading charges on the issue in recent years, he said, but he remains skeptical.  The solid explanations, of course, will probably have to wait for years, for the opening of more Russian archives.  LOAD-DATE: June 21, 1992  LANGUAGE: ENGLISH  GRAPHIC: Photo: American prisoners of war in Hanoi before their release in 1973. (Associated Press)                      ",June 20 1992 ,11
"      A Russian document given to a Senate committee discloses that 125 servicemen previously listed as dead or missing in the Korean War actually survived and were turned over to Soviet interrogators in North Korea, leaders of the Senate Select Committtee on P.O.W.-M.I.A. Affairs said today.  An unknown number of those servicemen were later transferred to Chinese custody and may have been sent to China, the Senators said. North Korea, China and the former Soviet Union consistently denied that any captured Americans were turned over to Soviet or Chinese officials.  At the Chinese Embassy here, Hu Ping, the spokesman, said Beijing had no comment on the report. North Korea's mission to the United Nations did not return calls made to Pak Gil Yon, the chief delegate, or Hyon Hak Bong, the mission spokesman.  The Russian list reflects what Moscow knew in the 1950's and does not deal with the issue of whether any of those Americans are still alive. The list also does not shed light on the question of whether any of those servicemen were taken to the Soviet Union.  The Korean War list, which is also in the possession of a Presidential commission investigating the missing in cooperation with a Russian panel, was released at a news conference by Senator Bob Smith, Republican of New Hampshire and deputy committee chairman, who said that ""this information belongs to the American people.""  Minutes later, the committee also announced in a news release that it had won the declassification of more than 70 United States Government documents concerning the search for missing Americans during and after the Vietnam War.  ""We think the Korean documents are very significant because of the sources from which they come, though I'm not at liberty to disclose those,"" said Senator John F. Kerry, Democrat of Massachusetts and chairman of the select committee. ""At the time they were given to us in Moscow we were told point blank that these people were given to China.""  In an interview after the two announcements, Senator Kerry, saying that information had been kept hidden from the American public for too long, said the committee would vote next week to ask the Administration to release all relevant documents from security and intelligence agencies, the White House and the Pentagon.  ""We believe this issue can be resolved only by airing it,"" Senator Kerry said. ""We are mindful of need to protect sources and methods.""  Among the American documents whose declassification was announced today are nearly 50 different and apparently conflicting lists of American prisoners of war in Vietnam; Administration policy statements ordering officials first to cover up losses and later to withhold information from families; military intelligence analyses of prisoners held in Laos -- the largest number in Indochina -- and a 1976 secret report indicating that there may have been five deserters still in Vietnam whose names have not been disclosed.  Senator Smith told reporters that in many cases families of those missing in Korea had been told that relatives had died in combat or captivity.  ""We are now told by people in the Russian Government that they were in North Korea,"" he said.  Relatives of Korean War-era servicemen can obtain a copy of the committee's analysis of the list, with the names of the 125 Americans previously thought to have died, by writing to the Senate Select Committee on P.O.W.-M.I.A. Affairs, United States Senate, Washington D.C. 20510-6500.  Senator Smith said he believed that a similar situation, where not all Americans declared dead had actually perished, prevailed after the Vietnam War. He told reporters today that the committee had information, still being investigated, that Americans were seen in Indochina as late as 1989.  The debate over missing Americans, particularly from the Vietnam years, revolves around two separate issues: whether service personnel or covert agents were left behind and then deliberately ""forgotten"" by successive American Administrations, and whether any Americans might still be alive.  LOAD-DATE: June 24, 1992  LANGUAGE: ENGLISH                      ",June 24 1992 ,11
